label,num_vert,max_degree,max_indegree,max_values,nodes,method,kind,query_type,filename,target,observed,barren,interval_result,time
vm_n6_mID4_mD6_mV4_nV2-1,2,6,4,4,6,cve_ch10,mult,cond,./networks/vmodel/vmodel-mult_n6_mID4_mD6_mV4_nV2-1.uai,0,4 3,0,,
vs_n6_mID4_mD6_mV4_nV2-1,2,6,4,4,6,cve_ch5,sing,marg,./networks/vmodel/vmodel-sing_n6_mID4_mD6_mV4_nV2-1.uai,5,,0,0.16941212830889635 0.6068324084355156 0.10038500011662686 0.5709631280003514 0.14120642738614275 0.39956575288454593,131.0
vs_n6_mID4_mD6_mV4_nV2-1,2,6,4,4,6,cve_ch5,sing,cond,./networks/vmodel/vmodel-sing_n6_mID4_mD6_mV4_nV2-1.uai,0,5,0,0.13136000975141593 0.16345816184258954 0.33162651359844286 0.332665469908313 0.5042602148426193 0.5360400393924367,351.0
vm_n6_mID4_mD6_mV4_nV2-1,2,6,4,4,6,cve_ch5,mult,marg,./networks/vmodel/vmodel-mult_n6_mID4_mD6_mV4_nV2-1.uai,3,,2,0.1850226732628828 0.8211916773866641 0.17880832261333593 0.8149773267371172,1853.0
vm_n6_mID4_mD6_mV4_nV2-1,2,6,4,4,6,cve_ch5,mult,cond,./networks/vmodel/vmodel-mult_n6_mID4_mD6_mV4_nV2-1.uai,0,4 3,0,,
vs_n7_mID4_mD6_mV4_nV2-1,2,6,4,4,7,cve_ch10,sing,marg,./networks/vmodel/vmodel-sing_n7_mID4_mD6_mV4_nV2-1.uai,6,,0,0.38457660135873806 0.8983666998602503 0.10163330013974971 0.6154233986412619,138.0
vs_n7_mID4_mD6_mV4_nV2-1,2,6,4,4,7,cve_ch10,sing,cond,./networks/vmodel/vmodel-sing_n7_mID4_mD6_mV4_nV2-1.uai,0,6,0,0.5068905027542898 0.7781652719538108 0.2218347280461892 0.4931094972457102,243.0
vm_n7_mID4_mD6_mV4_nV2-1,2,6,4,4,7,cve_ch10,mult,marg,./networks/vmodel/vmodel-mult_n7_mID4_mD6_mV4_nV2-1.uai,2,,3,0.08217310169862499 0.6795652543714377 0.08829964195062501 0.6451280951625 0.1272308573325 0.57600345248525,9782.0
vm_n7_mID4_mD6_mV4_nV2-1,2,6,4,4,7,cve_ch10,mult,cond,./networks/vmodel/vmodel-mult_n7_mID4_mD6_mV4_nV2-1.uai,0,5 4 2,0,,
vs_n7_mID4_mD6_mV4_nV2-1,2,6,4,4,7,cve_ch5,sing,marg,./networks/vmodel/vmodel-sing_n7_mID4_mD6_mV4_nV2-1.uai,6,,0,0.38472131560729855 0.8972847171851267 0.10271528281487328 0.6152786843927015,103.0
