label,num_vert,max_degree,max_indegree,max_values,nodes,method,kind,query_type,filename,target,observed,barren,interval_result,time
vs_n9_mID2_mD6_mV4_nV4-1,4,6,2,4,9,cve,sing,cond,./networks/vmodel/vmodel-sing_n9_mID2_mD6_mV4_nV4-1.uai,0,8,0,,
vm_n9_mID2_mD6_mV4_nV4-1,4,6,2,4,9,cve,mult,marg,./networks/vmodel/vmodel-mult_n9_mID2_mD6_mV4_nV4-1.uai,0,,3,,
vm_n9_mID2_mD6_mV4_nV4-1,4,6,2,4,9,cve,mult,cond,./networks/vmodel/vmodel-mult_n9_mID2_mD6_mV4_nV4-1.uai,1,7 3 0,0,,
vs_n10_mID2_mD6_mV4_nV4-1,4,6,2,4,10,cve,sing,marg,./networks/vmodel/vmodel-sing_n10_mID2_mD6_mV4_nV4-1.uai,9,,0,,
vs_n10_mID2_mD6_mV4_nV4-1,4,6,2,4,10,cve,sing,cond,./networks/vmodel/vmodel-sing_n10_mID2_mD6_mV4_nV4-1.uai,0,9,0,,
vm_n10_mID2_mD6_mV4_nV4-1,4,6,2,4,10,cve,mult,marg,./networks/vmodel/vmodel-mult_n10_mID2_mD6_mV4_nV4-1.uai,0,,4,,
vm_n10_mID2_mD6_mV4_nV4-1,4,6,2,4,10,cve,mult,cond,./networks/vmodel/vmodel-mult_n10_mID2_mD6_mV4_nV4-1.uai,2,6 4 3 0,0,,
vs_n4_mID4_mD6_mV4_nV4-1,4,6,4,4,4,cve,sing,marg,./networks/vmodel/vmodel-sing_n4_mID4_mD6_mV4_nV4-1.uai,3,,0,0.04978293130999999 0.943002481504 0.013873155670000002 0.774703647414 0.018893308552000002 0.743033165808,296.0
vs_n4_mID4_mD6_mV4_nV4-1,4,6,4,4,4,cve,sing,cond,./networks/vmodel/vmodel-sing_n4_mID4_mD6_mV4_nV4-1.uai,0,3,0,0.15182379215451772 0.8917968583238592 0.01245098133054664 0.8036106595702 0.03485386978002442 0.4471973324018828,675.0
vm_n4_mID4_mD6_mV4_nV4-1,4,6,4,4,4,cve,mult,marg,./networks/vmodel/vmodel-mult_n4_mID4_mD6_mV4_nV4-1.uai,2,,0,0.07746094632000002 0.63696583184 0.36303416815999995 0.92253905368,41.0
vm_n4_mID4_mD6_mV4_nV4-1,4,6,4,4,4,cve,mult,cond,./networks/vmodel/vmodel-mult_n4_mID4_mD6_mV4_nV4-1.uai,1,2,0,0.045387089722878166 0.640048379110319 0.35995162088968097 0.9546129102771219,44.0
vs_n5_mID4_mD6_mV4_nV4-1,4,6,4,4,5,cve,sing,marg,./networks/vmodel/vmodel-sing_n5_mID4_mD6_mV4_nV4-1.uai,4,,0,0.016355753987589997 0.568550145005584 0.057018171862884 0.8581461617729739 0.0291592971074 0.584710639462854 0.005179115652888001 0.27560077676570605,2902.0
vs_n5_mID4_mD6_mV4_nV4-1,4,6,4,4,5,cve,sing,cond,./networks/vmodel/vmodel-sing_n5_mID4_mD6_mV4_nV4-1.uai,0,4,0,0.5550651011882537 0.9242100996096476 0.07578990039035234 0.4449348988117462,4094.0
vm_n5_mID4_mD6_mV4_nV4-1,4,6,4,4,5,cve,mult,marg,./networks/vmodel/vmodel-mult_n5_mID4_mD6_mV4_nV4-1.uai,4,,0,,
vm_n5_mID4_mD6_mV4_nV4-1,4,6,4,4,5,cve,mult,cond,./networks/vmodel/vmodel-mult_n5_mID4_mD6_mV4_nV4-1.uai,0,4,0,,
vs_n6_mID4_mD6_mV4_nV4-1,4,6,4,4,6,cve,sing,marg,./networks/vmodel/vmodel-sing_n6_mID4_mD6_mV4_nV4-1.uai,5,,0,,
vs_n6_mID4_mD6_mV4_nV4-1,4,6,4,4,6,cve,sing,cond,./networks/vmodel/vmodel-sing_n6_mID4_mD6_mV4_nV4-1.uai,0,5,0,,
vm_n6_mID4_mD6_mV4_nV4-1,4,6,4,4,6,cve,mult,marg,./networks/vmodel/vmodel-mult_n6_mID4_mD6_mV4_nV4-1.uai,3,,2,,
vm_n6_mID4_mD6_mV4_nV4-1,4,6,4,4,6,cve,mult,cond,./networks/vmodel/vmodel-mult_n6_mID4_mD6_mV4_nV4-1.uai,0,4 3,0,,
vs_n7_mID4_mD6_mV4_nV4-1,4,6,4,4,7,cve,sing,marg,./networks/vmodel/vmodel-sing_n7_mID4_mD6_mV4_nV4-1.uai,6,,0,0.57092291621584 0.8780408453066736 0.12195915469332641 0.42907708378415993,4131.0
vs_n7_mID4_mD6_mV4_nV4-1,4,6,4,4,7,cve,sing,cond,./networks/vmodel/vmodel-sing_n7_mID4_mD6_mV4_nV4-1.uai,0,6,0,0.5662564141779208 0.9145520943287949 0.0854479056712051 0.43374358582207917,5949.0
vm_n7_mID4_mD6_mV4_nV4-1,4,6,4,4,7,cve,mult,marg,./networks/vmodel/vmodel-mult_n7_mID4_mD6_mV4_nV4-1.uai,2,,3,,
vm_n7_mID4_mD6_mV4_nV4-1,4,6,4,4,7,cve,mult,cond,./networks/vmodel/vmodel-mult_n7_mID4_mD6_mV4_nV4-1.uai,0,5 4 2,0,,
vs_n8_mID4_mD6_mV4_nV4-1,4,6,4,4,8,cve,sing,marg,./networks/vmodel/vmodel-sing_n8_mID4_mD6_mV4_nV4-1.uai,7,,0,,
vs_n8_mID4_mD6_mV4_nV4-1,4,6,4,4,8,cve,sing,cond,./networks/vmodel/vmodel-sing_n8_mID4_mD6_mV4_nV4-1.uai,0,7,0,,
vm_n8_mID4_mD6_mV4_nV4-1,4,6,4,4,8,cve,mult,marg,./networks/vmodel/vmodel-mult_n8_mID4_mD6_mV4_nV4-1.uai,1,,2,,
vm_n8_mID4_mD6_mV4_nV4-1,4,6,4,4,8,cve,mult,cond,./networks/vmodel/vmodel-mult_n8_mID4_mD6_mV4_nV4-1.uai,2,3 1,0,,
vs_n9_mID4_mD6_mV4_nV4-1,4,6,4,4,9,cve,sing,marg,./networks/vmodel/vmodel-sing_n9_mID4_mD6_mV4_nV4-1.uai,8,,0,,
vs_n9_mID4_mD6_mV4_nV4-1,4,6,4,4,9,cve,sing,cond,./networks/vmodel/vmodel-sing_n9_mID4_mD6_mV4_nV4-1.uai,0,8,0,,
vm_n9_mID4_mD6_mV4_nV4-1,4,6,4,4,9,cve,mult,marg,./networks/vmodel/vmodel-mult_n9_mID4_mD6_mV4_nV4-1.uai,2,,4,,
vm_n9_mID4_mD6_mV4_nV4-1,4,6,4,4,9,cve,mult,cond,./networks/vmodel/vmodel-mult_n9_mID4_mD6_mV4_nV4-1.uai,3,4 2 0,0,,
vs_n10_mID4_mD6_mV4_nV4-1,4,6,4,4,10,cve,sing,marg,./networks/vmodel/vmodel-sing_n10_mID4_mD6_mV4_nV4-1.uai,9,,0,,
vs_n10_mID4_mD6_mV4_nV4-1,4,6,4,4,10,cve,sing,cond,./networks/vmodel/vmodel-sing_n10_mID4_mD6_mV4_nV4-1.uai,0,9,0,,
vm_n10_mID4_mD6_mV4_nV4-1,4,6,4,4,10,cve,mult,marg,./networks/vmodel/vmodel-mult_n10_mID4_mD6_mV4_nV4-1.uai,4,,5,0.017368573806 0.708865180868 0.06917943452200002 0.731533463614 0.032859359668 0.882945688134,2126.0
vm_n10_mID4_mD6_mV4_nV4-1,4,6,4,4,10,cve,mult,cond,./networks/vmodel/vmodel-mult_n10_mID4_mD6_mV4_nV4-1.uai,3,9 8 4 2 1,0,,
vs_n4_mID6_mD6_mV4_nV4-1,4,6,6,4,4,cve,sing,marg,./networks/vmodel/vmodel-sing_n4_mID6_mD6_mV4_nV4-1.uai,3,,0,0.034480396704 0.532421626232 0.010222100416000001 0.64664974584 0.08118609551999999 0.929047274464,5978.0
vs_n4_mID6_mD6_mV4_nV4-1,4,6,6,4,4,cve,sing,cond,./networks/vmodel/vmodel-sing_n4_mID6_mD6_mV4_nV4-1.uai,0,3,0,0.0028095114894998705 0.8683089748142756 0.01041497144147077 0.9083429238324492 0.031209081517295307 0.9834953154676714,10908.0
vm_n4_mID6_mD6_mV4_nV4-1,4,6,6,4,4,cve,mult,marg,./networks/vmodel/vmodel-mult_n4_mID6_mD6_mV4_nV4-1.uai,1,,2,0.047111999999999994 0.857882 0.064108 0.7994290000000002 0.013284000000000002 0.824538,43.0
vm_n4_mID6_mD6_mV4_nV4-1,4,6,6,4,4,cve,mult,cond,./networks/vmodel/vmodel-mult_n4_mID6_mD6_mV4_nV4-1.uai,0,3 2 1,0,0.00012826509409603028 0.9990776284759905 5.599029565173479e-06 0.9990807023689754 5.220327794795885e-05 0.9998652489419667,1008.0
vs_n5_mID6_mD6_mV4_nV4-1,4,6,6,4,5,cve,sing,marg,./networks/vmodel/vmodel-sing_n5_mID6_mD6_mV4_nV4-1.uai,4,,0,0.49653008937086013 0.9228671494648979 0.077132850535102 0.5034699106291401,208.0
vs_n5_mID6_mD6_mV4_nV4-1,4,6,6,4,5,cve,sing,cond,./networks/vmodel/vmodel-sing_n5_mID6_mD6_mV4_nV4-1.uai,0,4,0,0.0029236699581113947 0.9934369687578695 0.0008940046942319884 0.7885808077325394 0.0 0.5656989703806803 0.005668621744239522 0.9406301747382475,307.0
vm_n5_mID6_mD6_mV4_nV4-1,4,6,6,4,5,cve,mult,marg,./networks/vmodel/vmodel-mult_n5_mID6_mD6_mV4_nV4-1.uai,2,,1,0.007720356795999999 0.5959778944250002 0.063757841056 0.9505940944669999 0.012601533203999999 0.871092744713,21865.0
vm_n5_mID6_mD6_mV4_nV4-1,4,6,6,4,5,cve,mult,cond,./networks/vmodel/vmodel-mult_n5_mID6_mD6_mV4_nV4-1.uai,0,2 1,0,,
vs_n6_mID6_mD6_mV4_nV4-1,4,6,6,4,6,cve,sing,marg,./networks/vmodel/vmodel-sing_n6_mID6_mD6_mV4_nV4-1.uai,5,,0,,
vs_n6_mID6_mD6_mV4_nV4-1,4,6,6,4,6,cve,sing,cond,./networks/vmodel/vmodel-sing_n6_mID6_mD6_mV4_nV4-1.uai,0,5,0,,
vm_n6_mID6_mD6_mV4_nV4-1,4,6,6,4,6,cve,mult,marg,./networks/vmodel/vmodel-mult_n6_mID6_mD6_mV4_nV4-1.uai,2,,2,,
vm_n6_mID6_mD6_mV4_nV4-1,4,6,6,4,6,cve,mult,cond,./networks/vmodel/vmodel-mult_n6_mID6_mD6_mV4_nV4-1.uai,5,4 2 0,0,,
vs_n7_mID6_mD6_mV4_nV4-1,4,6,6,4,7,cve,sing,marg,./networks/vmodel/vmodel-sing_n7_mID6_mD6_mV4_nV4-1.uai,6,,0,,
vs_n7_mID6_mD6_mV4_nV4-1,4,6,6,4,7,cve,sing,cond,./networks/vmodel/vmodel-sing_n7_mID6_mD6_mV4_nV4-1.uai,0,6,0,,
vm_n7_mID6_mD6_mV4_nV4-1,4,6,6,4,7,cve,mult,marg,./networks/vmodel/vmodel-mult_n7_mID6_mD6_mV4_nV4-1.uai,6,,2,,
vm_n7_mID6_mD6_mV4_nV4-1,4,6,6,4,7,cve,mult,cond,./networks/vmodel/vmodel-mult_n7_mID6_mD6_mV4_nV4-1.uai,1,6 4 0,0,,
vs_n8_mID6_mD6_mV4_nV4-1,4,6,6,4,8,cve,sing,marg,./networks/vmodel/vmodel-sing_n8_mID6_mD6_mV4_nV4-1.uai,7,,0,,
vs_n8_mID6_mD6_mV4_nV4-1,4,6,6,4,8,cve,sing,cond,./networks/vmodel/vmodel-sing_n8_mID6_mD6_mV4_nV4-1.uai,0,7,0,,
vm_n8_mID6_mD6_mV4_nV4-1,4,6,6,4,8,cve,mult,marg,./networks/vmodel/vmodel-mult_n8_mID6_mD6_mV4_nV4-1.uai,3,,4,0.2660149731 0.91002992471 0.08997007529 0.7339850269,134189.0
vm_n8_mID6_mD6_mV4_nV4-1,4,6,6,4,8,cve,mult,cond,./networks/vmodel/vmodel-mult_n8_mID6_mD6_mV4_nV4-1.uai,1,7 6 3,0,,
vs_n9_mID6_mD6_mV4_nV4-1,4,6,6,4,9,cve,sing,marg,./networks/vmodel/vmodel-sing_n9_mID6_mD6_mV4_nV4-1.uai,8,,0,0.014098752496920382 0.40757648968007165 0.0033282219680894854 0.5503131065148973 0.017541925248238627 0.7962888034025287 0.05718940395638458 0.7367566025884803,306054.0
vs_n9_mID6_mD6_mV4_nV4-1,4,6,6,4,9,cve,sing,cond,./networks/vmodel/vmodel-sing_n9_mID6_mD6_mV4_nV4-1.uai,0,8,0,,
vm_n9_mID6_mD6_mV4_nV4-1,4,6,6,4,9,cve,mult,marg,./networks/vmodel/vmodel-mult_n9_mID6_mD6_mV4_nV4-1.uai,1,,2,,
vm_n9_mID6_mD6_mV4_nV4-1,4,6,6,4,9,cve,mult,cond,./networks/vmodel/vmodel-mult_n9_mID6_mD6_mV4_nV4-1.uai,4,6 2 1,0,,
vs_n10_mID6_mD6_mV4_nV4-1,4,6,6,4,10,cve,sing,marg,./networks/vmodel/vmodel-sing_n10_mID6_mD6_mV4_nV4-1.uai,9,,0,,
vs_n10_mID6_mD6_mV4_nV4-1,4,6,6,4,10,cve,sing,cond,./networks/vmodel/vmodel-sing_n10_mID6_mD6_mV4_nV4-1.uai,0,9,0,,
vm_n10_mID6_mD6_mV4_nV4-1,4,6,6,4,10,cve,mult,marg,./networks/vmodel/vmodel-mult_n10_mID6_mD6_mV4_nV4-1.uai,0,,4,,
vm_n10_mID6_mD6_mV4_nV4-1,4,6,6,4,10,cve,mult,cond,./networks/vmodel/vmodel-mult_n10_mID6_mD6_mV4_nV4-1.uai,3,8 6 0,0,,
vs_n4_mID2_mD6_mV4_nV6-1,6,6,2,4,4,cve,sing,marg,./networks/vmodel/vmodel-sing_n4_mID2_mD6_mV4_nV6-1.uai,3,,0,0.107125823638 0.656115750906 0.343884249094 0.8928741763620001,728.0
vs_n4_mID2_mD6_mV4_nV6-1,6,6,2,4,4,cve,sing,cond,./networks/vmodel/vmodel-sing_n4_mID2_mD6_mV4_nV6-1.uai,0,3,0,0.013234350863241446 0.9550980303700062 0.008532604477000692 0.49930512044128805 0.009632380963541845 0.9472050747585392 0.003901148922256221 0.9258013778634504,1448.0
vm_n4_mID2_mD6_mV4_nV6-1,6,6,2,4,4,cve,mult,marg,./networks/vmodel/vmodel-mult_n4_mID2_mD6_mV4_nV6-1.uai,2,,0,,
vm_n4_mID2_mD6_mV4_nV6-1,6,6,2,4,4,cve,mult,cond,./networks/vmodel/vmodel-mult_n4_mID2_mD6_mV4_nV6-1.uai,0,2,0,,
vs_n5_mID2_mD6_mV4_nV6-1,6,6,2,4,5,cve,sing,marg,./networks/vmodel/vmodel-sing_n5_mID2_mD6_mV4_nV6-1.uai,4,,0,,
vs_n5_mID2_mD6_mV4_nV6-1,6,6,2,4,5,cve,sing,cond,./networks/vmodel/vmodel-sing_n5_mID2_mD6_mV4_nV6-1.uai,0,4,0,,
vm_n5_mID2_mD6_mV4_nV6-1,6,6,2,4,5,cve,mult,marg,./networks/vmodel/vmodel-mult_n5_mID2_mD6_mV4_nV6-1.uai,1,,2,0.00365224 0.63806495 0.00246113 0.79968503 0.003255390000000001 0.9416533300000001 0.004009105000000001 0.94318359,255.0
vm_n5_mID2_mD6_mV4_nV6-1,6,6,2,4,5,cve,mult,cond,./networks/vmodel/vmodel-mult_n5_mID2_mD6_mV4_nV6-1.uai,0,2 1,0,,
vs_n6_mID2_mD6_mV4_nV6-1,6,6,2,4,6,cve,sing,marg,./networks/vmodel/vmodel-sing_n6_mID2_mD6_mV4_nV6-1.uai,5,,0,0.00170406934296892 0.9067722915817752 0.000141404695197088 0.6715211604643796 0.028528502188335875 0.8816869612925877 0.011319589689839872 0.8381768037287081,290716.0
vs_n6_mID2_mD6_mV4_nV6-1,6,6,2,4,6,cve,sing,cond,./networks/vmodel/vmodel-sing_n6_mID2_mD6_mV4_nV6-1.uai,0,5,0,,
vm_n6_mID2_mD6_mV4_nV6-1,6,6,2,4,6,cve,mult,marg,./networks/vmodel/vmodel-mult_n6_mID2_mD6_mV4_nV6-1.uai,1,,3,0.004325736000000002 0.954057816 0.005046085 0.949949288 0.006288248000000001 0.884810236,4365.0
vm_n6_mID2_mD6_mV4_nV6-1,6,6,2,4,6,cve,mult,cond,./networks/vmodel/vmodel-mult_n6_mID2_mD6_mV4_nV6-1.uai,2,4 1 0,0,,
vs_n7_mID2_mD6_mV4_nV6-1,6,6,2,4,7,cve,sing,marg,./networks/vmodel/vmodel-sing_n7_mID2_mD6_mV4_nV6-1.uai,6,,0,,
vs_n7_mID2_mD6_mV4_nV6-1,6,6,2,4,7,cve,sing,cond,./networks/vmodel/vmodel-sing_n7_mID2_mD6_mV4_nV6-1.uai,0,6,0,,
vm_n7_mID2_mD6_mV4_nV6-1,6,6,2,4,7,cve,mult,marg,./networks/vmodel/vmodel-mult_n7_mID2_mD6_mV4_nV6-1.uai,4,,1,,
vm_n7_mID2_mD6_mV4_nV6-1,6,6,2,4,7,cve,mult,cond,./networks/vmodel/vmodel-mult_n7_mID2_mD6_mV4_nV6-1.uai,2,4 1,0,,
vs_n8_mID2_mD6_mV4_nV6-1,6,6,2,4,8,cve,sing,marg,./networks/vmodel/vmodel-sing_n8_mID2_mD6_mV4_nV6-1.uai,7,,0,,
vs_n8_mID2_mD6_mV4_nV6-1,6,6,2,4,8,cve,sing,cond,./networks/vmodel/vmodel-sing_n8_mID2_mD6_mV4_nV6-1.uai,0,7,0,,
vm_n8_mID2_mD6_mV4_nV6-1,6,6,2,4,8,cve,mult,marg,./networks/vmodel/vmodel-mult_n8_mID2_mD6_mV4_nV6-1.uai,2,,4,,
vm_n8_mID2_mD6_mV4_nV6-1,6,6,2,4,8,cve,mult,cond,./networks/vmodel/vmodel-mult_n8_mID2_mD6_mV4_nV6-1.uai,1,5 4 2,0,,
vs_n9_mID2_mD6_mV4_nV6-1,6,6,2,4,9,cve,sing,marg,./networks/vmodel/vmodel-sing_n9_mID2_mD6_mV4_nV6-1.uai,8,,0,,
vs_n9_mID2_mD6_mV4_nV6-1,6,6,2,4,9,cve,sing,cond,./networks/vmodel/vmodel-sing_n9_mID2_mD6_mV4_nV6-1.uai,0,8,0,,
vm_n9_mID2_mD6_mV4_nV6-1,6,6,2,4,9,cve,mult,marg,./networks/vmodel/vmodel-mult_n9_mID2_mD6_mV4_nV6-1.uai,0,,3,,
vm_n9_mID2_mD6_mV4_nV6-1,6,6,2,4,9,cve,mult,cond,./networks/vmodel/vmodel-mult_n9_mID2_mD6_mV4_nV6-1.uai,1,7 3 0,0,,
vs_n10_mID2_mD6_mV4_nV6-1,6,6,2,4,10,cve,sing,marg,./networks/vmodel/vmodel-sing_n10_mID2_mD6_mV4_nV6-1.uai,9,,0,,
vs_n10_mID2_mD6_mV4_nV6-1,6,6,2,4,10,cve,sing,cond,./networks/vmodel/vmodel-sing_n10_mID2_mD6_mV4_nV6-1.uai,0,9,0,,
vm_n10_mID2_mD6_mV4_nV6-1,6,6,2,4,10,cve,mult,marg,./networks/vmodel/vmodel-mult_n10_mID2_mD6_mV4_nV6-1.uai,0,,4,,
vm_n10_mID2_mD6_mV4_nV6-1,6,6,2,4,10,cve,mult,cond,./networks/vmodel/vmodel-mult_n10_mID2_mD6_mV4_nV6-1.uai,2,6 4 3 0,0,,
vs_n4_mID4_mD6_mV4_nV6-1,6,6,4,4,4,cve,sing,marg,./networks/vmodel/vmodel-sing_n4_mID4_mD6_mV4_nV6-1.uai,3,,0,0.017331822744000008 0.9160219813420002 0.011104526572 0.8633812759039999 0.023355953827 0.836373764144,3404.0
vs_n4_mID4_mD6_mV4_nV6-1,6,6,4,4,4,cve,sing,cond,./networks/vmodel/vmodel-sing_n4_mID4_mD6_mV4_nV6-1.uai,0,3,0,0.0019886263086233316 0.9360832626670492 0.01737690815553667 0.9544187759627892 0.03001406244466829 0.9587641833283173,6321.0
vm_n4_mID4_mD6_mV4_nV6-1,6,6,4,4,4,cve,mult,marg,./networks/vmodel/vmodel-mult_n4_mID4_mD6_mV4_nV6-1.uai,2,,0,0.29582673622399996 0.846586271676 0.153413728324 0.704173263776,47.0
vm_n4_mID4_mD6_mV4_nV6-1,6,6,4,4,4,cve,mult,cond,./networks/vmodel/vmodel-mult_n4_mID4_mD6_mV4_nV6-1.uai,1,2,0,0.4462033084278616 0.8349573668209177 0.16504263317908238 0.5537966915721384,41.0
vs_n5_mID4_mD6_mV4_nV6-1,6,6,4,4,5,cve,sing,marg,./networks/vmodel/vmodel-sing_n5_mID4_mD6_mV4_nV6-1.uai,4,,0,0.0020992000536920003 0.7155282283547432 0.001449828582934 0.64650171417066 0.003174171484180999 0.9791071995167719 0.0020496000268459998 0.72421358156756,64831.0
vs_n5_mID4_mD6_mV4_nV6-1,6,6,4,4,5,cve,sing,cond,./networks/vmodel/vmodel-sing_n5_mID4_mD6_mV4_nV6-1.uai,0,4,0,0.024706875625792882 0.6251727735618243 0.3748272264381757 0.9752931243742071,92858.0
vm_n5_mID4_mD6_mV4_nV6-1,6,6,4,4,5,cve,mult,marg,./networks/vmodel/vmodel-mult_n5_mID4_mD6_mV4_nV6-1.uai,4,,0,,
vm_n5_mID4_mD6_mV4_nV6-1,6,6,4,4,5,cve,mult,cond,./networks/vmodel/vmodel-mult_n5_mID4_mD6_mV4_nV6-1.uai,0,4,0,,
vs_n6_mID4_mD6_mV4_nV6-1,6,6,4,4,6,cve,sing,marg,./networks/vmodel/vmodel-sing_n6_mID4_mD6_mV4_nV6-1.uai,5,,0,,
vs_n6_mID4_mD6_mV4_nV6-1,6,6,4,4,6,cve,sing,cond,./networks/vmodel/vmodel-sing_n6_mID4_mD6_mV4_nV6-1.uai,0,5,0,,
vm_n6_mID4_mD6_mV4_nV6-1,6,6,4,4,6,cve,mult,marg,./networks/vmodel/vmodel-mult_n6_mID4_mD6_mV4_nV6-1.uai,3,,2,,
vm_n6_mID4_mD6_mV4_nV6-1,6,6,4,4,6,cve,mult,cond,./networks/vmodel/vmodel-mult_n6_mID4_mD6_mV4_nV6-1.uai,0,4 3,0,,
vs_n7_mID4_mD6_mV4_nV6-1,6,6,4,4,7,cve,sing,marg,./networks/vmodel/vmodel-sing_n7_mID4_mD6_mV4_nV6-1.uai,6,,0,0.653317812813532 0.8290764914459225 0.1709235085540775 0.3466821871864683,46076.0
vs_n7_mID4_mD6_mV4_nV6-1,6,6,4,4,7,cve,sing,cond,./networks/vmodel/vmodel-sing_n7_mID4_mD6_mV4_nV6-1.uai,0,6,0,0.0665549865238056 0.1003048750167249 0.8996951249832751 0.9334450134761944,61932.0
vm_n7_mID4_mD6_mV4_nV6-1,6,6,4,4,7,cve,mult,marg,./networks/vmodel/vmodel-mult_n7_mID4_mD6_mV4_nV6-1.uai,2,,3,,
vm_n7_mID4_mD6_mV4_nV6-1,6,6,4,4,7,cve,mult,cond,./networks/vmodel/vmodel-mult_n7_mID4_mD6_mV4_nV6-1.uai,0,5 4 2,0,,
vs_n8_mID4_mD6_mV4_nV6-1,6,6,4,4,8,cve,sing,marg,./networks/vmodel/vmodel-sing_n8_mID4_mD6_mV4_nV6-1.uai,7,,0,,
vs_n8_mID4_mD6_mV4_nV6-1,6,6,4,4,8,cve,sing,cond,./networks/vmodel/vmodel-sing_n8_mID4_mD6_mV4_nV6-1.uai,0,7,0,,
vm_n8_mID4_mD6_mV4_nV6-1,6,6,4,4,8,cve,mult,marg,./networks/vmodel/vmodel-mult_n8_mID4_mD6_mV4_nV6-1.uai,1,,2,,
vm_n8_mID4_mD6_mV4_nV6-1,6,6,4,4,8,cve,mult,cond,./networks/vmodel/vmodel-mult_n8_mID4_mD6_mV4_nV6-1.uai,2,3 1,0,,
vs_n9_mID4_mD6_mV4_nV6-1,6,6,4,4,9,cve,sing,marg,./networks/vmodel/vmodel-sing_n9_mID4_mD6_mV4_nV6-1.uai,8,,0,,
vs_n9_mID4_mD6_mV4_nV6-1,6,6,4,4,9,cve,sing,cond,./networks/vmodel/vmodel-sing_n9_mID4_mD6_mV4_nV6-1.uai,0,8,0,,
vm_n9_mID4_mD6_mV4_nV6-1,6,6,4,4,9,cve,mult,marg,./networks/vmodel/vmodel-mult_n9_mID4_mD6_mV4_nV6-1.uai,2,,4,,
vm_n9_mID4_mD6_mV4_nV6-1,6,6,4,4,9,cve,mult,cond,./networks/vmodel/vmodel-mult_n9_mID4_mD6_mV4_nV6-1.uai,3,4 2 0,0,,
vs_n10_mID4_mD6_mV4_nV6-1,6,6,4,4,10,cve,sing,marg,./networks/vmodel/vmodel-sing_n10_mID4_mD6_mV4_nV6-1.uai,9,,0,,
vs_n10_mID4_mD6_mV4_nV6-1,6,6,4,4,10,cve,sing,cond,./networks/vmodel/vmodel-sing_n10_mID4_mD6_mV4_nV6-1.uai,0,9,0,,
vm_n10_mID4_mD6_mV4_nV6-1,6,6,4,4,10,cve,mult,marg,./networks/vmodel/vmodel-mult_n10_mID4_mD6_mV4_nV6-1.uai,4,,5,0.094670958583304 0.933378641814888 0.007379444175259999 0.776760264742072 0.013306545726040002 0.8185311007256161,23380.0
vm_n10_mID4_mD6_mV4_nV6-1,6,6,4,4,10,cve,mult,cond,./networks/vmodel/vmodel-mult_n10_mID4_mD6_mV4_nV6-1.uai,3,9 8 4 2 1,0,,
vs_n4_mID6_mD6_mV4_nV6-1,6,6,6,4,4,cve,sing,marg,./networks/vmodel/vmodel-sing_n4_mID6_mD6_mV4_nV6-1.uai,3,,0,0.005232164060000001 0.96648503235 0.004350454056 0.9795558945 0.007140370250000001 0.946641956032,451903.0
vs_n4_mID6_mD6_mV4_nV6-1,6,6,6,4,4,cve,sing,cond,./networks/vmodel/vmodel-sing_n4_mID6_mD6_mV4_nV6-1.uai,0,3,0,,
vm_n4_mID6_mD6_mV4_nV6-1,6,6,6,4,4,cve,mult,marg,./networks/vmodel/vmodel-mult_n4_mID6_mD6_mV4_nV6-1.uai,1,,2,0.016694000000000004 0.861143 0.017576000000000005 0.9439289999999999 0.009578000000000001 0.846243,45.0
vm_n4_mID6_mD6_mV4_nV6-1,6,6,6,4,4,cve,mult,cond,./networks/vmodel/vmodel-mult_n4_mID6_mD6_mV4_nV6-1.uai,0,3 2 1,0,1.2781587641976598e-07 0.9999987237148723 5.694210239062507e-09 0.9999981880806017 1.2162185443661324e-06 0.9999998029311694,40609.0
vs_n5_mID6_mD6_mV4_nV6-1,6,6,6,4,5,cve,sing,marg,./networks/vmodel/vmodel-sing_n5_mID6_mD6_mV4_nV6-1.uai,4,,0,0.337116977881183 0.976566797626152 0.023433202373848 0.662883022118817,419.0
vs_n5_mID6_mD6_mV4_nV6-1,6,6,6,4,5,cve,sing,cond,./networks/vmodel/vmodel-sing_n5_mID6_mD6_mV4_nV6-1.uai,0,4,0,0.07937846693742617 0.7233170282954796 0.0006273583040873255 0.21105860296813875 0.010937754051414596 0.6344206579832075 0.007922860718107983 0.7088758686880643,809.0
vm_n5_mID6_mD6_mV4_nV6-1,6,6,6,4,5,cve,mult,marg,./networks/vmodel/vmodel-mult_n5_mID6_mD6_mV4_nV6-1.uai,2,,1,,
vm_n5_mID6_mD6_mV4_nV6-1,6,6,6,4,5,cve,mult,cond,./networks/vmodel/vmodel-mult_n5_mID6_mD6_mV4_nV6-1.uai,0,2 1,0,,
vs_n6_mID6_mD6_mV4_nV6-1,6,6,6,4,6,cve,sing,marg,./networks/vmodel/vmodel-sing_n6_mID6_mD6_mV4_nV6-1.uai,5,,0,,
vs_n6_mID6_mD6_mV4_nV6-1,6,6,6,4,6,cve,sing,cond,./networks/vmodel/vmodel-sing_n6_mID6_mD6_mV4_nV6-1.uai,0,5,0,,
vm_n6_mID6_mD6_mV4_nV6-1,6,6,6,4,6,cve,mult,marg,./networks/vmodel/vmodel-mult_n6_mID6_mD6_mV4_nV6-1.uai,2,,2,,
